send_offset,event_offset,id,delay,content
7.8241,7.7334,1472,0.0907,Log_1472
7.8286,6.8409,1313,0.9877,Log_1313
7.8374,7.3653,1409,0.4721,Log_1409
7.8526,7.3820,1412,0.4706,Log_1412
7.8551,7.6128,1457,0.2423,Log_1457
7.8583,7.6301,1461,0.2282,Log_1461
7.8748,7.7640,1477,0.1108,Log_1477
7.8754,7.7274,1471,0.1480,Log_1471
7.8786,7.2826,1392,0.5960,Log_1392
7.8787,6.3419,1208,1.5368,Log_1208
7.8842,7.6288,1460,0.2554,Log_1460
7.9032,6.7402,1291,1.1630,Log_1291
7.9083,6.7985,1303,1.1098,Log_1303
7.9122,7.7796,1481,0.1326,Log_1481
7.9193,7.1566,1375,0.7627,Log_1375
7.9227,7.5417,1446,0.3810,Log_1446
7.9267,7.4536,1426,0.4731,Log_1426
7.9392,7.6126,1456,0.3266,Log_1456
7.9416,7.5563,1449,0.3853,Log_1449
7.9486,7.3991,1420,0.5495,Log_1420
7.9524,7.8555,1494,0.0970,Log_1494
7.9613,5.0691,962,2.8922,Log_962
7.9646,7.8583,1495,0.1063,Log_1495
7.9756,6.8769,1316,1.0988,Log_1316
8.0190,7.4460,1425,0.5729,Log_1425
8.0208,7.8655,1496,0.1553,Log_1496
8.0249,7.8754,1500,0.1494,Log_1500
8.0353,7.5979,1453,0.4374,Log_1453
8.0381,7.4880,1437,0.5501,Log_1437
8.0424,7.6191,1458,0.4232,Log_1458
8.0451,7.3950,1418,0.6502,Log_1418
8.0479,7.8140,1488,0.2339,Log_1488
8.0532,7.8751,1499,0.1781,Log_1499
8.0737,7.4578,1428,0.6159,Log_1428
8.0773,7.6783,1467,0.3990,Log_1467
8.0788,8.0195,1522,0.0592,Log_1522
8.0794,7.4608,1429,0.6186,Log_1429
8.0851,7.1069,1364,0.9782,Log_1364
8.0882,7.5103,1441,0.5778,Log_1441
8.0935,5.5785,1068,2.5150,Log_1068
8.0948,7.7385,1475,0.3564,Log_1475
8.1072,7.9261,1509,0.1812,Log_1509
8.1076,7.9260,1508,0.1817,Log_1508
8.1108,7.0405,1343,1.0703,Log_1343
8.1163,7.6655,1465,0.4507,Log_1465
8.1181,7.7073,1470,0.4108,Log_1470
8.1208,7.6957,1469,0.4251,Log_1469
8.1274,7.5057,1439,0.6217,Log_1439
8.1374,7.5463,1447,0.5912,Log_1447
8.1467,8.0584,1529,0.0883,Log_1529
8.1488,7.6538,1463,0.4950,Log_1463
8.1605,7.9919,1515,0.1686,Log_1515
8.1644,7.1238,1367,1.0406,Log_1367
8.1721,7.7374,1474,0.4348,Log_1474
8.1728,7.0589,1352,1.1139,Log_1352
8.1867,7.9187,1507,0.2679,Log_1507
8.1889,6.7206,1287,1.4683,Log_1287
8.1899,8.0957,1537,0.0942,Log_1537
8.1904,7.8221,1489,0.3684,Log_1489
8.1948,7.8909,1504,0.3039,Log_1504
8.1985,7.5583,1450,0.6402,Log_1450
8.2105,7.8661,1497,0.3444,Log_1497
8.2150,7.7843,1484,0.4307,Log_1484
8.2157,8.0629,1530,0.1528,Log_1530
8.2163,5.5657,1062,2.6506,Log_1062
8.2218,8.1084,1540,0.1134,Log_1540
8.2250,7.1508,1373,1.0742,Log_1373
8.2287,8.0533,1526,0.1754,Log_1526
8.2403,3.8281,691,4.4122,Log_691
8.2419,7.6083,1454,0.6336,Log_1454
8.2516,8.1172,1542,0.1344,Log_1542
8.2545,8.1049,1539,0.1496,Log_1539
8.2617,6.4251,1230,1.8367,Log_1230
8.2671,7.3293,1402,0.9378,Log_1402
8.2691,7.2778,1391,0.9913,Log_1391
8.2717,7.3990,1419,0.8727,Log_1419
8.2884,8.1165,1541,0.1719,Log_1541
8.2891,7.9928,1516,0.2962,Log_1516
8.2917,7.5281,1444,0.7637,Log_1444
8.2955,7.7822,1483,0.5133,Log_1483
8.3000,8.0757,1533,0.2244,Log_1533
8.3163,8.2338,1558,0.0825,Log_1558
8.3352,8.1725,1548,0.1627,Log_1548
8.3374,7.2916,1394,1.0458,Log_1394
8.3442,8.2178,1554,0.1264,Log_1554
8.3494,8.0522,1525,0.2972,Log_1525
8.3559,8.2588,1564,0.0971,Log_1564
8.3577,8.2770,1566,0.0806,Log_1566
8.3636,7.5199,1443,0.8437,Log_1443
8.3642,7.8828,1503,0.4813,Log_1503
8.3766,7.3659,1410,1.0107,Log_1410
8.3777,7.7686,1478,0.6091,Log_1478
8.3839,8.0748,1532,0.3092,Log_1532
8.3856,8.2181,1555,0.1675,Log_1555
8.3858,5.4782,1046,2.9076,Log_1046
8.3887,7.9662,1513,0.4226,Log_1513
8.3931,8.1328,1543,0.2602,Log_1543
8.3986,7.7798,1482,0.6189,Log_1482
8.4023,8.0082,1521,0.3941,Log_1521
8.4023,7.4001,1421,1.0022,Log_1421
8.4033,7.1423,1371,1.2610,Log_1371
8.4041,7.6104,1455,0.7937,Log_1455
8.4122,7.8373,1491,0.5749,Log_1491
8.4162,7.6227,1459,0.7935,Log_1459
8.4226,7.7886,1485,0.6340,Log_1485
8.4372,7.9698,1514,0.4674,Log_1514
8.4529,8.1787,1549,0.2742,Log_1549
8.4550,7.8111,1487,0.6440,Log_1487
8.4605,8.0326,1523,0.4279,Log_1523
8.4639,7.5868,1451,0.8771,Log_1451
8.4799,7.6347,1462,0.8452,Log_1462
8.4805,7.5523,1448,0.9282,Log_1448
8.4839,8.0053,1519,0.4786,Log_1519
8.4849,8.2537,1563,0.2312,Log_1563
8.4852,8.0997,1538,0.3856,Log_1538
8.4884,7.4833,1435,1.0051,Log_1435
8.4945,7.8796,1502,0.6149,Log_1502
8.5039,8.1816,1550,0.3223,Log_1550
8.5370,8.2887,1568,0.2483,Log_1568
8.5429,8.0899,1535,0.4530,Log_1535
8.5673,7.8224,1490,0.7449,Log_1490
8.5711,8.3769,1578,0.1943,Log_1578
8.5798,7.4453,1424,1.1345,Log_1424
8.5859,8.0659,1531,0.5200,Log_1531
8.5884,8.5032,1596,0.0853,Log_1596
8.5972,8.1346,1544,0.4626,Log_1544
8.5982,8.5130,1598,0.0852,Log_1598
8.6009,8.3047,1571,0.2962,Log_1571
8.6045,8.1634,1545,0.4412,Log_1545
8.6051,8.0536,1527,0.5515,Log_1527
8.6178,8.4557,1588,0.1621,Log_1588
8.6246,8.2490,1562,0.3756,Log_1562
8.6251,8.2454,1561,0.3797,Log_1561
8.6312,8.3377,1574,0.2935,Log_1574
8.6352,8.4152,1585,0.2199,Log_1585
8.6412,8.0073,1520,0.6339,Log_1520
8.6414,8.5190,1599,0.1225,Log_1599
8.6523,8.1681,1547,0.4842,Log_1547
8.6545,8.2278,1557,0.4267,Log_1557
8.6620,7.7737,1480,0.8883,Log_1480
8.6622,7.9424,1510,0.7199,Log_1510
8.6623,8.4856,1592,0.1767,Log_1592
8.6748,8.4132,1584,0.2616,Log_1584
8.6790,7.3069,1396,1.3721,Log_1396
8.6840,7.8438,1492,0.8402,Log_1492
8.6950,8.0007,1518,0.6943,Log_1518
8.6999,7.9634,1511,0.7365,Log_1511
8.7017,8.4267,1586,0.2750,Log_1586
8.7029,8.3687,1577,0.3342,Log_1577
8.7059,8.4818,1591,0.2241,Log_1591
8.7079,7.4177,1422,1.2903,Log_1422
8.7155,4.8693,913,3.8462,Log_913
8.7208,8.2997,1569,0.4211,Log_1569
8.7343,8.5429,1602,0.1914,Log_1602
8.7373,7.0823,1356,1.6550,Log_1356
8.7400,8.6112,1614,0.1288,Log_1614
8.7403,8.2748,1565,0.4656,Log_1565
8.7513,8.2269,1556,0.5244,Log_1556
8.7556,8.0929,1536,0.6627,Log_1536
8.7592,8.5505,1606,0.2087,Log_1606
8.7787,8.2361,1559,0.5426,Log_1559
8.7915,8.2116,1553,0.5799,Log_1553
8.8238,8.5627,1608,0.2611,Log_1608
8.8368,7.7345,1473,1.1024,Log_1473
8.8370,8.6728,1625,0.1641,Log_1625
8.8447,8.6499,1617,0.1949,Log_1617
8.8534,8.6723,1622,0.1811,Log_1622
8.8695,7.5157,1442,1.3537,Log_1442
8.8801,8.4915,1593,0.3886,Log_1593
8.8858,8.3330,1573,0.5528,Log_1573
8.8913,7.8767,1501,1.0146,Log_1501
8.9104,8.7412,1634,0.1692,Log_1634
8.9165,8.7544,1636,0.1621,Log_1636
8.9239,8.5447,1603,0.3793,Log_1603
8.9251,8.7455,1635,0.1796,Log_1635
8.9437,8.8435,1647,0.1002,Log_1647
8.9471,8.3847,1581,0.5624,Log_1581
8.9505,7.4655,1432,1.4850,Log_1432
8.9579,8.4651,1589,0.4927,Log_1589
8.9598,8.7619,1639,0.1979,Log_1639
8.9659,7.8452,1493,1.1207,Log_1493
8.9690,8.6905,1629,0.2785,Log_1629
8.9723,8.8600,1648,0.1124,Log_1648
8.9727,8.5766,1610,0.3960,Log_1610
8.9764,8.5108,1597,0.4656,Log_1597
8.9782,8.1914,1551,0.7869,Log_1551
8.9811,8.7235,1631,0.2577,Log_1631
8.9856,7.0379,1342,1.9477,Log_1342
9.0054,8.2444,1560,0.7610,Log_1560
9.0076,8.9576,1662,0.0500,Log_1662
9.0117,7.9651,1512,1.0466,Log_1512
9.0252,8.2823,1567,0.7428,Log_1567
9.0291,8.8954,1654,0.1338,Log_1654
9.0324,8.5977,1612,0.4347,Log_1612
9.0470,8.9774,1666,0.0697,Log_1666
9.0477,8.8820,1653,0.1657,Log_1653
9.0524,8.7839,1641,0.2685,Log_1641
9.0755,7.9166,1506,1.1589,Log_1506
9.0768,8.4055,1583,0.6712,Log_1583
9.0826,8.7862,1642,0.2963,Log_1642
9.0886,8.9064,1655,0.1822,Log_1655
9.1012,6.8995,1322,2.2017,Log_1322
9.1016,7.8045,1486,1.2971,Log_1486
9.1018,9.0101,1675,0.0917,Log_1675
9.1251,8.7599,1638,0.3651,Log_1638
9.1295,8.4309,1587,0.6985,Log_1587
9.1418,7.2587,1390,1.8831,Log_1390
9.1438,8.9327,1657,0.2111,Log_1657
9.1453,9.0420,1677,0.1033,Log_1677
9.1661,9.0810,1683,0.0851,Log_1683
9.1690,7.9942,1517,1.1748,Log_1517
9.1843,7.7468,1476,1.4375,Log_1476
9.1845,8.3808,1580,0.8037,Log_1580
9.1914,8.7280,1632,0.4634,Log_1632
9.2121,8.5292,1600,0.6829,Log_1600
9.2154,8.6056,1613,0.6098,Log_1613
9.2209,8.7355,1633,0.4853,Log_1633
9.2280,9.0597,1682,0.1683,Log_1682
9.2432,9.1932,1694,0.0500,Log_1694
9.2448,8.9665,1664,0.2784,Log_1664
9.2533,8.6580,1619,0.5953,Log_1619
9.2620,8.6781,1627,0.5839,Log_1627
9.2632,8.6245,1615,0.6387,Log_1615
9.2812,8.6563,1618,0.6249,Log_1618
9.2910,9.1849,1693,0.1061,Log_1693
9.2910,8.9511,1661,0.3400,Log_1661
9.2958,8.9977,1670,0.2981,Log_1670
9.2986,9.0938,1685,0.2049,Log_1685
9.3001,8.7925,1645,0.5076,Log_1645
9.3065,8.6743,1626,0.6323,Log_1626
9.3140,9.1945,1695,0.1195,Log_1695
9.3220,9.0470,1679,0.2750,Log_1679
9.3221,8.0485,1524,1.2736,Log_1524
9.3258,8.9483,1659,0.3775,Log_1659
9.3259,8.8625,1650,0.4634,Log_1650
9.3263,9.0066,1673,0.3197,Log_1673
9.3347,6.2030,1182,3.1318,Log_1182
9.3359,9.1084,1687,0.2276,Log_1687
9.3402,9.0252,1676,0.3150,Log_1676
9.3496,8.5817,1611,0.7679,Log_1611
9.3514,8.5614,1607,0.7900,Log_1607
9.3520,8.9071,1656,0.4450,Log_1656
9.3548,8.6728,1624,0.6820,Log_1624
9.3598,8.1665,1546,1.1932,Log_1546
9.3699,9.0067,1674,0.3631,Log_1674
9.3717,8.9793,1667,0.3924,Log_1667
9.3752,9.1757,1692,0.1995,Log_1692
9.3790,9.1004,1686,0.2786,Log_1686
9.3915,8.9652,1663,0.4263,Log_1663
9.4078,7.6780,1466,1.7298,Log_1466
9.4092,9.1663,1689,0.2430,Log_1689
9.4166,9.2661,1704,0.1505,Log_1704
9.4218,9.3437,1714,0.0782,Log_1714
9.4244,8.4666,1590,0.9578,Log_1590
9.4254,8.5456,1605,0.8798,Log_1605
9.4310,9.1681,1690,0.2629,Log_1690
9.4340,9.2638,1702,0.1702,Log_1702
9.4372,8.3400,1576,1.0972,Log_1576
9.4560,8.8666,1651,0.5894,Log_1651
9.4584,8.3972,1582,1.0611,Log_1582
9.4648,9.2824,1706,0.1824,Log_1706
9.4662,8.4958,1594,0.9705,Log_1594
9.4811,9.2976,1708,0.1835,Log_1708
9.4862,9.0823,1684,0.4039,Log_1684
9.4881,9.2682,1705,0.2199,Log_1705
9.4888,9.1581,1688,0.3306,Log_1688
9.4931,9.0436,1678,0.4495,Log_1678
9.5203,9.4586,1737,0.0617,Log_1737
9.5322,8.7915,1644,0.7407,Log_1644
9.5455,9.4386,1735,0.1069,Log_1735
9.5525,8.6717,1621,0.8808,Log_1621
9.5596,7.8716,1498,1.6879,Log_1498
9.5616,8.8096,1646,0.7521,Log_1646
9.5652,8.7558,1637,0.8094,Log_1637
9.5660,8.7803,1640,0.7857,Log_1640
9.5680,9.5110,1746,0.0570,Log_1746
9.5691,8.9431,1658,0.6260,Log_1658
9.5732,9.2139,1698,0.3593,Log_1698
9.5811,9.4863,1740,0.0948,Log_1740
9.5820,9.0597,1681,0.5223,Log_1681
9.5845,9.3196,1712,0.2649,Log_1712
9.5915,8.3139,1572,1.2775,Log_1572
9.5958,9.5042,1744,0.0916,Log_1744
9.6005,7.0552,1349,2.5453,Log_1349
9.6215,8.5377,1601,1.0838,Log_1601
9.6219,9.2615,1701,0.3604,Log_1701
9.6244,9.4317,1733,0.1927,Log_1733
9.6387,8.8775,1652,0.7612,Log_1652
9.6402,9.5733,1756,0.0670,Log_1756
9.6411,9.3992,1725,0.2419,Log_1725
9.6527,8.9901,1668,0.6626,Log_1668
9.6557,8.5448,1604,1.1109,Log_1604
9.6571,9.2012,1696,0.4559,Log_1696
9.6698,9.4314,1732,0.2384,Log_1732
9.6801,9.5763,1758,0.1038,Log_1758
9.6839,9.3974,1724,0.2865,Log_1724
9.6878,9.4020,1726,0.2858,Log_1726
9.6962,9.4159,1729,0.2802,Log_1729
9.7055,9.4269,1730,0.2786,Log_1730
9.7120,8.7110,1630,1.0010,Log_1630
9.7156,8.9969,1669,0.7188,Log_1669
9.7182,9.3670,1718,0.3513,Log_1718
9.7228,8.7880,1643,0.9348,Log_1643
9.7335,8.5646,1609,1.1689,Log_1609
9.7337,9.5444,1750,0.1893,Log_1750
9.7408,9.5099,1745,0.2309,Log_1745
9.7462,9.6576,1781,0.0886,Log_1781
9.7485,9.0015,1671,0.7470,Log_1671
9.7508,9.6018,1764,0.1490,Log_1764
9.7519,8.6726,1623,1.0793,Log_1623
9.7583,9.5801,1759,0.1782,Log_1759
9.7759,9.6521,1780,0.1239,Log_1780
9.7904,9.3681,1719,0.4223,Log_1719
9.7917,8.9501,1660,0.8416,Log_1660
9.7935,9.6113,1767,0.1822,Log_1767
9.7974,9.5692,1755,0.2282,Log_1755
9.8031,9.5415,1749,0.2616,Log_1749
9.8071,9.6289,1769,0.1782,Log_1769
9.8288,9.7006,1789,0.1282,Log_1789
9.8401,9.6364,1772,0.2037,Log_1772
9.8402,9.3125,1711,0.5277,Log_1711
9.8403,9.3904,1723,0.4499,Log_1723
9.8454,9.3767,1721,0.4687,Log_1721
9.8467,9.6412,1776,0.2056,Log_1776
9.8553,9.5809,1760,0.2743,Log_1760
9.8586,9.4119,1727,0.4467,Log_1727
9.8662,9.6357,1771,0.2305,Log_1771
9.8676,9.4301,1731,0.4375,Log_1731
9.8708,9.0057,1672,0.8651,Log_1672
9.8717,8.8611,1649,1.0105,Log_1649
9.8836,7.3928,1417,2.4908,Log_1417
9.8954,9.4975,1741,0.3978,Log_1741
9.8999,8.5004,1595,1.3995,Log_1595
9.9002,9.4351,1734,0.4652,Log_1734
9.9201,9.5600,1753,0.3601,Log_1753
9.9361,9.5648,1754,0.3713,Log_1754
9.9466,9.3735,1720,0.5731,Log_1720
9.9486,9.5195,1747,0.4292,Log_1747
9.9500,9.6372,1773,0.3128,Log_1773
9.9579,9.3253,1713,0.6326,Log_1713
9.9615,9.6337,1770,0.3279,Log_1770
9.9713,9.6287,1768,0.3427,Log_1768
9.9836,9.5867,1761,0.3970,Log_1761
9.9838,8.3380,1575,1.6458,Log_1575
9.9847,9.6066,1766,0.3781,Log_1766
9.9910,9.7593,1796,0.2317,Log_1796
9.9935,9.7272,1792,0.2663,Log_1792
9.9939,9.8389,1806,0.1550,Log_1806
9.9940,9.9324,1820,0.0616,Log_1820
9.9963,8.9686,1665,1.0277,Log_1665
10.0129,9.5497,1751,0.4632,Log_1751
10.0147,9.7474,1793,0.2673,Log_1793
10.0283,9.5904,1763,0.4380,Log_1763
10.0342,9.3654,1716,0.6688,Log_1716
10.0413,9.6881,1787,0.3532,Log_1787
10.0457,9.8706,1814,0.1751,Log_1814
10.0480,9.7976,1800,0.2504,Log_1800
10.0564,9.5519,1752,0.5045,Log_1752
10.0645,8.6886,1628,1.3759,Log_1628
10.0648,9.8331,1804,0.2318,Log_1804
10.0657,9.5333,1748,0.5323,Log_1748
10.0678,9.6411,1775,0.4267,Log_1775
10.0742,9.8485,1809,0.2257,Log_1809
10.0769,9.0530,1680,1.0239,Log_1680
10.0825,9.4484,1736,0.6341,Log_1736
10.0976,9.7624,1797,0.3351,Log_1797
10.1023,9.2600,1700,0.8423,Log_1700
10.1189,10.0336,1834,0.0853,Log_1834
10.1204,9.9909,1828,0.1295,Log_1828
10.1228,9.5004,1743,0.6224,Log_1743
10.1315,9.4989,1742,0.6326,Log_1742
10.1426,9.6470,1777,0.4956,Log_1777
10.1511,9.6700,1783,0.4811,Log_1783
10.1537,9.9887,1827,0.1650,Log_1827
10.1626,9.8717,1815,0.2909,Log_1815
10.1657,9.3768,1722,0.7888,Log_1722
10.1659,9.7747,1798,0.3912,Log_1798
10.1669,9.6804,1785,0.4865,Log_1785
10.1695,10.0039,1830,0.1657,Log_1830
10.1828,9.1710,1691,1.0118,Log_1691
10.1954,9.6061,1765,0.5893,Log_1765
10.2004,10.0632,1842,0.1372,Log_1842
10.2060,10.0067,1831,0.1993,Log_1831
10.2061,9.9146,1818,0.2915,Log_1818
10.2101,10.1385,1847,0.0716,Log_1847
10.2191,9.8704,1813,0.3487,Log_1813
10.2247,9.8437,1808,0.3810,Log_1808
10.2273,10.0806,1846,0.1467,Log_1846
10.2277,8.3790,1579,1.8487,Log_1579
10.2299,10.0643,1843,0.1656,Log_1843
10.2320,9.3066,1709,0.9254,Log_1709
10.2431,10.1457,1848,0.0974,Log_1848
10.2448,9.9326,1821,0.3122,Log_1821
10.2473,10.0381,1838,0.2092,Log_1838
10.2589,9.9334,1824,0.3256,Log_1824
10.2590,9.8358,1805,0.4231,Log_1805
10.2663,9.2471,1699,1.0192,Log_1699
10.2736,9.3090,1710,0.9646,Log_1710
10.2772,9.6489,1779,0.6283,Log_1779
10.2778,9.5878,1762,0.6900,Log_1762
10.2849,8.0577,1528,2.2272,Log_1528
10.2893,6.9651,1331,3.3243,Log_1331
10.2996,9.4825,1739,0.8171,Log_1739
10.3066,10.2420,1859,0.0646,Log_1859
10.3111,10.0608,1840,0.2503,Log_1840
10.3190,10.0594,1839,0.2596,Log_1839
10.3317,10.2817,1863,0.0500,Log_1863
10.3390,9.6674,1782,0.6716,Log_1782
10.3452,9.9187,1819,0.4265,Log_1819
10.3541,9.5761,1757,0.7780,Log_1757
10.3619,9.9693,1825,0.3926,Log_1825
10.3660,10.2083,1854,0.1577,Log_1854
10.3684,10.0373,1836,0.3310,Log_1836
10.3810,9.3466,1715,1.0344,Log_1715
10.3814,10.1533,1851,0.2281,Log_1851
10.3830,6.6340,1271,3.7490,Log_1271
10.3866,9.8012,1802,0.5855,Log_1802
10.3987,10.3040,1867,0.0947,Log_1867
10.4046,9.8144,1803,0.5902,Log_1803
10.4096,10.0339,1835,0.3757,Log_1835
10.4158,10.0615,1841,0.3543,Log_1841
10.4334,10.0766,1844,0.3568,Log_1844
10.4522,10.2560,1861,0.1963,Log_1861
10.4678,9.9333,1823,0.5344,Log_1823
10.4736,9.3665,1717,1.1072,Log_1717
10.4775,10.4135,1880,0.0641,Log_1880
10.4797,10.4102,1879,0.0695,Log_1879
10.4960,10.0194,1832,0.4766,Log_1832
10.4974,10.1514,1850,0.3461,Log_1850
10.4991,9.8643,1810,0.6349,Log_1810
10.4993,10.4298,1884,0.0695,Log_1884
10.5003,9.7893,1799,0.7110,Log_1799
10.5008,10.3031,1866,0.1978,Log_1866
10.5147,10.4048,1878,0.1099,Log_1878
10.5214,9.7491,1794,0.7723,Log_1794
10.5238,9.6953,1788,0.8286,Log_1788
10.5253,10.0199,1833,0.5054,Log_1833
10.5336,9.2650,1703,1.2686,Log_1703
10.5417,10.4259,1882,0.1158,Log_1882
10.5529,10.0030,1829,0.5499,Log_1829
10.5530,10.3925,1874,0.1605,Log_1874
10.5692,9.7071,1791,0.8621,Log_1791
10.5738,10.4190,1881,0.1548,Log_1881
10.5756,9.6487,1778,0.9269,Log_1778
10.5907,8.3031,1570,2.2876,Log_1570
10.5924,10.2478,1860,0.3446,Log_1860
10.5952,10.3870,1872,0.2082,Log_1872
10.6104,10.3296,1868,0.2808,Log_1868
10.6235,10.4660,1889,0.1575,Log_1889
10.6531,10.4932,1891,0.1599,Log_1891
10.6532,10.4638,1888,0.1895,Log_1888
10.6643,10.2318,1856,0.4325,Log_1856
10.6645,10.5743,1902,0.0902,Log_1902
10.6853,10.4287,1883,0.2566,Log_1883
10.6881,9.9830,1826,0.7052,Log_1826
10.6952,10.5619,1901,0.1333,Log_1901
10.7205,9.8404,1807,0.8801,Log_1807
10.7274,10.5169,1894,0.2105,Log_1894
10.7476,9.8901,1817,0.8574,Log_1817
10.7495,10.5949,1904,0.1546,Log_1904
10.7566,10.0377,1837,0.7189,Log_1837
10.7584,10.4632,1887,0.2952,Log_1887
10.7598,10.4324,1885,0.3274,Log_1885
10.7792,10.3495,1869,0.4297,Log_1869
10.8222,10.5534,1899,0.2688,Log_1899
10.8392,10.4885,1890,0.3507,Log_1890
10.8461,10.2416,1858,0.6045,Log_1858
10.8520,10.3962,1876,0.4557,Log_1876
10.8561,10.2001,1853,0.6560,Log_1853
10.8623,10.5248,1896,0.3375,Log_1896
10.8742,10.6568,1910,0.2174,Log_1910
10.8837,9.8652,1811,1.0185,Log_1811
10.8931,10.7080,1914,0.1851,Log_1914
10.8953,10.4506,1886,0.4447,Log_1886
10.8981,8.6342,1616,2.2639,Log_1616
10.9159,10.7362,1916,0.1797,Log_1916
10.9270,10.7013,1912,0.2257,Log_1912
10.9367,10.7377,1917,0.1990,Log_1917
10.9491,10.8317,1925,0.1174,Log_1925
10.9665,10.8265,1924,0.1400,Log_1924
10.9831,10.7504,1919,0.2327,Log_1919
10.9962,10.9201,1940,0.0761,Log_1940
10.9974,10.9035,1936,0.0939,Log_1936
10.9976,10.6426,1908,0.3550,Log_1908
11.0063,10.3767,1871,0.6296,Log_1871
11.0165,10.2123,1855,0.8043,Log_1855
11.0218,10.1503,1849,0.8715,Log_1849
11.0284,10.9417,1943,0.0867,Log_1943
11.0419,10.7044,1913,0.3375,Log_1913
11.0859,10.3947,1875,0.6911,Log_1875
11.0899,9.7991,1801,1.2908,Log_1801
11.0923,11.0423,1958,0.0500,Log_1958
11.0984,10.9930,1951,0.1054,Log_1951
11.1031,9.6405,1774,1.4626,Log_1774
11.1193,9.7056,1790,1.4136,Log_1790
11.1359,9.8689,1812,1.2671,Log_1812
11.1452,10.6222,1906,0.5230,Log_1906
11.1665,10.7859,1921,0.3806,Log_1921
11.1744,10.1858,1852,0.9886,Log_1852
11.1750,10.4007,1877,0.7743,Log_1877
11.1779,10.5255,1897,0.6523,Log_1897
11.1812,10.2992,1865,0.8820,Log_1865
11.1979,10.8961,1935,0.3017,Log_1935
11.1993,11.0634,1960,0.1359,Log_1960
11.2048,9.7579,1795,1.4469,Log_1795
11.2063,10.9813,1950,0.2249,Log_1950
11.2227,10.3904,1873,0.8323,Log_1873
11.2270,11.0736,1963,0.1534,Log_1963
11.2306,10.9941,1952,0.2365,Log_1952
11.2603,9.4150,1728,1.8453,Log_1728
11.2609,10.4977,1892,0.7632,Log_1892
11.2610,10.5743,1903,0.6867,Log_1903
11.2768,10.6170,1905,0.6597,Log_1905
11.2794,10.9684,1948,0.3110,Log_1948
11.2927,10.3632,1870,0.9296,Log_1870
11.2982,10.8590,1928,0.4393,Log_1928
11.3046,10.2689,1862,1.0357,Log_1862
11.3138,9.6856,1786,1.6282,Log_1786
11.3150,11.0865,1964,0.2285,Log_1964
11.3171,10.5536,1900,0.7636,Log_1900
11.3246,10.9078,1937,0.4168,Log_1937
11.3341,10.9989,1953,0.3352,Log_1953
11.3351,10.6244,1907,0.7107,Log_1907
11.3370,11.0663,1961,0.2707,Log_1961
11.3431,10.9788,1949,0.3644,Log_1949
11.3493,10.5194,1895,0.8299,Log_1895
11.3521,10.9536,1947,0.3985,Log_1947
11.3538,11.1195,1968,0.2344,Log_1968
11.3555,11.1899,1974,0.1655,Log_1974
11.3687,11.1296,1969,0.2391,Log_1969
11.3695,11.0441,1959,0.3255,Log_1959
11.3699,10.8909,1932,0.4791,Log_1932
11.3843,10.7993,1922,0.5850,Log_1922
11.3848,11.2450,1980,0.1398,Log_1980
11.3863,11.2661,1982,0.1202,Log_1982
11.3948,10.2988,1864,1.0960,Log_1864
11.3962,11.0909,1965,0.3053,Log_1965
11.4104,10.5393,1898,0.8711,Log_1898
11.4136,10.8960,1934,0.5176,Log_1934
11.4184,10.6733,1911,0.7451,Log_1911
11.4197,11.1589,1971,0.2608,Log_1971
11.4294,10.7448,1918,0.6847,Log_1918
11.4346,11.0078,1954,0.4269,Log_1954
11.4463,10.8081,1923,0.6382,Log_1923
11.4499,11.1061,1967,0.3438,Log_1967
11.4569,11.2814,1983,0.1756,Log_1983
11.4606,11.3686,1993,0.0920,Log_1993
11.4619,11.3185,1987,0.1434,Log_1987
11.4623,11.0080,1955,0.4542,Log_1955
11.4737,10.9212,1941,0.5525,Log_1941
11.4793,11.0188,1956,0.4605,Log_1956
11.4917,11.0231,1957,0.4686,Log_1957
11.4998,11.4210,1999,0.0788,Log_1999
11.5025,11.3837,1996,0.1188,Log_1996
11.5030,11.3793,1994,0.1238,Log_1994
11.5182,10.9434,1944,0.5749,Log_1944
11.5370,10.9170,1939,0.6199,Log_1939
11.5578,11.1741,1972,0.3836,Log_1972
11.5599,9.2915,1707,2.2683,Log_1707
11.5601,10.8829,1930,0.6772,Log_1930
11.5607,11.2883,1985,0.2724,Log_1985
11.5686,10.8866,1931,0.6820,Log_1931
11.5724,11.4125,1998,0.1599,Log_1998
11.5778,10.2321,1857,1.3457,Log_1857
11.5858,10.9337,1942,0.6521,Log_1942
11.5977,11.5177,2014,0.0800,Log_2014
11.5993,11.4458,2005,0.1535,Log_2005
11.6119,9.9331,1822,1.6789,Log_1822
11.6272,11.4652,2008,0.1620,Log_2008
11.6332,11.1742,1973,0.4590,Log_1973
11.6376,9.6717,1784,1.9660,Log_1784
11.6482,11.2193,1975,0.4289,Log_1975
11.6599,10.8950,1933,0.7649,Log_1933
11.6604,11.4928,2012,0.1675,Log_2012
11.6617,11.3160,1986,0.3457,Log_1986
11.6650,11.4263,2002,0.2387,Log_2002
11.6680,11.3248,1989,0.3432,Log_1989
11.6693,11.4646,2007,0.2047,Log_2007
11.6900,11.3207,1988,0.3693,Log_1988
11.7057,11.1022,1966,0.6035,Log_1966
11.7089,11.2363,1978,0.4727,Log_1978
11.7096,11.3908,1997,0.3188,Log_1997
